holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,year,month,hour,day_of_week,day_name,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,temp_celsius,is_holiday,has_precipitation,is_low_visibility,is_severe_weather,temp_zscore,clouds_zscore,traffic_category,congestion_category,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm
None,258.94,0.0,0.0,75,Clouds,broken clouds,2013-01-18 06:00:00,5157,2013,1,6,4,Friday,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-14.20999999999998,0,0,0,0,-1.7560971503829597,0.6570466472736423,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,258.52,0.0,0.0,20,Clouds,few clouds,2013-01-18 07:00:00,6439,2013,1,7,4,Friday,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-14.629999999999995,0,0,0,0,-1.7891415028784727,-0.7526745056325055,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,258.78,0.0,0.0,20,Clouds,few clouds,2013-01-18 08:00:00,5727,2013,1,8,4,Friday,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-14.370000000000005,0,0,0,0,-1.7686854751431567,-0.7526745056325055,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,259.76,0.0,0.0,90,Snow,heavy snow,2013-01-18 09:00:00,5023,2013,1,9,4,Friday,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-13.389999999999986,0,0,0,1,-1.6915819859869607,1.0415160526116827,Medium,Severe,0,0,0,0,0,0,0,0,1,0,0
None,260.17,0.0,0.0,90,Snow,heavy snow,2013-01-18 10:00:00,4367,2013,1,10,4,Friday,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-12.979999999999961,0,0,0,1,-1.659324403788959,1.0415160526116827,Low,High,0,0,0,0,0,0,0,0,1,0,0
None,261.02,0.0,0.0,90,Haze,haze,2013-01-18 11:00:00,4813,2013,1,11,4,Friday,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-12.129999999999995,0,0,1,1,-1.5924489285004257,1.0415160526116827,Medium,High,0,0,0,0,1,0,0,0,0,0,0
None,261.02,0.0,0.0,90,Snow,heavy snow,2013-01-18 11:00:00,4813,2013,1,11,4,Friday,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-12.129999999999995,0,0,0,1,-1.5924489285004257,1.0415160526116827,Medium,High,0,0,0,0,0,0,0,0,1,0,0
None,264.55,0.0,0.0,20,Clouds,few clouds,2013-01-18 13:00:00,5398,2013,1,13,4,Friday,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-8.599999999999966,0,0,0,0,-1.3147190134786209,-0.7526745056325055,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,265.22,0.0,0.0,20,Clouds,few clouds,2013-01-18 14:00:00,5474,2013,1,14,4,Friday,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7.92999999999995,0,0,0,0,-1.262005403545303,-0.7526745056325055,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,265.34,0.0,0.0,1,Clear,sky is clear,2013-01-18 15:00:00,5953,2013,1,15,4,Friday,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-7.810000000000002,0,0,0,0,-1.2525641599751607,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,265.31,0.0,0.0,1,Clear,sky is clear,2013-01-18 16:00:00,6514,2013,1,16,4,Friday,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-7.839999999999975,0,0,0,0,-1.2549244708676952,-1.2396690857273567,High,Severe,1,0,0,0,0,0,0,0,0,0,0
None,264.4,0.0,0.0,20,Clouds,few clouds,2013-01-18 17:00:00,5927,2013,1,17,4,Friday,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-8.75,0,0,0,0,-1.3265205679413063,-0.7526745056325055,High,Severe,0,1,0,0,0,0,0,0,0,0,0
None,263.1,0.0,0.0,20,Clouds,few clouds,2013-01-18 18:00:00,4792,2013,1,18,4,Friday,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-10.049999999999955,0,0,0,0,-1.4288007066178872,-0.7526745056325055,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,263.15,0.0,0.0,40,Clouds,scattered clouds,2013-01-18 19:00:00,3503,2013,1,19,4,Friday,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-10.0,0,0,0,0,-1.4248668551303298,-0.2400486318484518,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,263.21,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 20:00:00,2799,2013,1,20,4,Friday,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-9.939999999999998,0,0,0,0,-1.4201462333452566,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,264.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 21:00:00,2669,2013,1,21,4,Friday,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-9.129999999999995,0,0,0,0,-1.3564178392467692,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,264.01,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 22:00:00,2311,2013,1,22,4,Friday,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-9.139999999999986,0,0,0,0,-1.3572046095442807,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,264.4,0.0,0.0,90,Clouds,overcast clouds,2013-01-18 23:00:00,1659,2013,1,23,4,Friday,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-8.75,0,0,0,0,-1.3265205679413063,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,264.61,0.0,0.0,90,Snow,heavy snow,2013-01-19 00:00:00,1021,2013,1,0,5,Saturday,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-8.539999999999964,0,0,0,1,-1.3099983916935476,1.0415160526116827,Low,Low,0,0,0,0,0,0,0,0,1,0,0
None,264.75,0.0,0.0,90,Snow,heavy snow,2013-01-19 01:00:00,696,2013,1,1,5,Saturday,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-8.399999999999977,0,0,0,1,-1.2989836075283778,1.0415160526116827,Low,Low,0,0,0,0,0,0,0,0,1,0,0
None,264.86,0.0,0.0,90,Snow,heavy snow,2013-01-19 02:00:00,535,2013,1,2,5,Saturday,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-8.289999999999964,0,0,0,1,-1.2903291342557428,1.0415160526116827,Low,Low,0,0,0,0,0,0,0,0,1,0,0
None,264.86,0.0,0.0,90,Mist,mist,2013-01-19 02:00:00,535,2013,1,2,5,Saturday,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-8.289999999999964,0,0,1,0,-1.2903291342557428,1.0415160526116827,Low,Low,0,0,0,0,0,1,0,0,0,0,0
None,265.37,0.0,0.0,90,Snow,heavy snow,2013-01-19 03:00:00,353,2013,1,3,5,Saturday,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-7.779999999999973,0,0,0,1,-1.250203849082622,1.0415160526116827,Low,Low,0,0,0,0,0,0,0,0,1,0,0
None,265.78,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 04:00:00,361,2013,1,4,5,Saturday,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7.3700000000000045,0,0,0,0,-1.2179462668846246,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,266.24,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 05:00:00,687,2013,1,5,5,Saturday,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-6.909999999999968,0,0,0,0,-1.181754833199061,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,267.11,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 06:00:00,1111,2013,1,6,5,Saturday,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-6.039999999999964,0,0,0,0,-1.1133058173155004,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,267.98,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 07:00:00,1702,2013,1,7,5,Saturday,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-5.169999999999959,0,0,0,0,-1.0448568014319395,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,269.02,0.0,0.0,90,Clouds,overcast clouds,2013-01-19 08:00:00,2595,2013,1,8,5,Saturday,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-4.1299999999999955,0,0,0,0,-0.9630326904906749,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,271.02,0.0,0.0,75,Clouds,broken clouds,2013-01-19 09:00:00,3346,2013,1,9,5,Saturday,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-2.1299999999999955,0,0,0,0,-0.8056786309882371,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,272.74,0.0,0.0,75,Clouds,broken clouds,2013-01-19 10:00:00,3550,2013,1,10,5,Saturday,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.40999999999996817,0,0,0,0,-0.6703541398161386,0.6570466472736423,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,275.16,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 11:00:00,4096,2013,1,11,5,Saturday,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,2.0100000000000477,0,0,0,0,-0.4799557278181877,-0.2400486318484518,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,276.72,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 12:00:00,4803,2013,1,12,5,Saturday,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3.57000000000005,0,0,0,0,-0.3572195614062861,-0.2400486318484518,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,277.1,0.0,0.0,75,Clouds,broken clouds,2013-01-19 13:00:00,4906,2013,1,13,5,Saturday,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3.9500000000000455,0,0,0,0,-0.32732229010082325,0.6570466472736423,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,277.28,0.0,0.0,75,Clouds,broken clouds,2013-01-19 14:00:00,4973,2013,1,14,5,Saturday,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,4.1299999999999955,0,0,0,0,-0.3131604247456078,0.6570466472736423,Medium,Severe,0,1,0,0,0,0,0,0,0,0,0
None,276.74,0.0,0.0,75,Clouds,broken clouds,2013-01-19 15:00:00,4791,2013,1,15,5,Saturday,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,3.590000000000032,0,0,0,0,-0.3556460208112631,0.6570466472736423,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,276.08,0.0,0.0,75,Clouds,broken clouds,2013-01-19 16:00:00,4837,2013,1,16,5,Saturday,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,2.930000000000007,0,0,0,0,-0.40757286044706953,0.6570466472736423,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,275.27,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 17:00:00,4825,2013,1,17,5,Saturday,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2.1200000000000045,0,0,0,0,-0.471301254545557,-0.2400486318484518,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,274.02,0.0,0.0,20,Clouds,few clouds,2013-01-19 18:00:00,4530,2013,1,18,5,Saturday,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.8700000000000045,0,0,0,0,-0.5696475417345805,-0.7526745056325055,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,273.53,0.0,0.0,20,Clouds,few clouds,2013-01-19 19:00:00,3076,2013,1,19,5,Saturday,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.37999999999999545,0,0,0,0,-0.6081992863126785,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,273.0,0.0,0.0,20,Clouds,few clouds,2013-01-19 20:00:00,2532,2013,1,20,5,Saturday,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.14999999999997726,0,0,0,0,-0.6498981120808224,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,271.8,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 22:00:00,3096,2013,1,22,5,Saturday,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-1.349999999999966,0,0,0,0,-0.7443105477822841,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,271.42,0.0,0.0,40,Clouds,scattered clouds,2013-01-19 23:00:00,3125,2013,1,23,5,Saturday,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-1.7299999999999613,0,0,0,0,-0.7742078190877469,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,270.86,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 01:00:00,784,2013,1,1,6,Sunday,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.2899999999999636,0,0,0,0,-0.8182669557484297,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,270.53,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 02:00:00,577,2013,1,2,6,Sunday,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.6200000000000045,0,0,0,0,-0.8442303755663351,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,271.27,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 04:00:00,246,2013,1,4,6,Sunday,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-1.8799999999999955,0,0,0,0,-0.7860093735504324,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,271.35,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 05:00:00,419,2013,1,5,6,Sunday,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-1.7999999999999545,0,0,0,0,-0.7797152111703317,1.0415160526116827,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,270.47,0.0,0.0,75,Mist,mist,2013-01-20 07:00:00,946,2013,1,7,6,Sunday,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-2.67999999999995,0,0,1,0,-0.8489509973514039,0.6570466472736423,Low,Low,0,0,0,0,0,1,0,0,0,0,0
None,270.65,0.0,0.0,90,Mist,mist,2013-01-20 08:00:00,1513,2013,1,8,6,Sunday,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-2.5,0,0,1,0,-0.8347891319961884,1.0415160526116827,Low,Medium,0,0,0,0,0,1,0,0,0,0,0
None,272.92,0.0,0.0,90,Mist,mist,2013-01-20 09:00:00,2132,2013,1,9,6,Sunday,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-0.22999999999996135,0,0,1,0,-0.6561922744609187,1.0415160526116827,Low,Medium,0,0,0,0,0,1,0,0,0,0,0
None,274.57,0.0,0.0,75,Clouds,broken clouds,2013-01-20 10:00:00,2796,2013,1,10,6,Sunday,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.420000000000016,0,0,0,0,-0.5263751753714093,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,269.27,0.0,0.0,86,Clouds,overcast clouds,2013-01-20 12:00:00,3632,2013,1,12,6,Sunday,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-3.8799999999999955,0,0,0,0,-0.9433634330528701,0.9389908778548718,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,270.92,0.0,0.0,58,Clouds,broken clouds,2013-01-20 13:00:00,4028,2013,1,13,6,Sunday,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,-2.2299999999999613,0,0,0,0,-0.8135463339633563,0.2213146545571966,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,270.92,0.0,0.0,58,Clouds,broken clouds,2013-01-20 14:00:00,3795,2013,1,14,6,Sunday,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-2.2299999999999613,0,0,0,0,-0.8135463339633563,0.2213146545571966,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,266.49,0.0,0.0,40,Haze,haze,2013-01-20 16:00:00,3695,2013,1,16,6,Sunday,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-6.659999999999968,0,0,1,1,-1.1620855757612565,-0.2400486318484518,Low,High,0,0,0,0,1,0,0,0,0,0,0
None,263.98,0.0,0.0,75,Snow,heavy snow,2013-01-20 17:00:00,3455,2013,1,17,6,Sunday,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,-9.169999999999959,0,0,0,1,-1.359564920436815,0.6570466472736423,Low,High,0,0,0,0,0,0,0,0,1,0,0
None,260.61,0.0,0.0,75,Clouds,broken clouds,2013-01-20 18:00:00,3075,2013,1,18,6,Sunday,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-12.539999999999964,0,0,0,0,-1.6247065106984229,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,258.95,0.0,0.0,40,Clouds,scattered clouds,2013-01-20 20:00:00,2073,2013,1,20,6,Sunday,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-14.199999999999989,0,0,0,0,-1.7553103800854482,-0.2400486318484518,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,257.81,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 21:00:00,3219,2013,1,21,6,Sunday,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-15.339999999999975,0,0,0,0,-1.8450021940018366,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,257.21,0.0,0.0,90,Clouds,overcast clouds,2013-01-20 22:00:00,2215,2013,1,22,6,Sunday,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-15.939999999999998,0,0,0,0,-1.8922084118525697,1.0415160526116827,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,256.54,0.0,0.0,20,Clouds,few clouds,2013-01-20 23:00:00,1031,2013,1,23,6,Sunday,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-16.609999999999957,0,0,0,0,-1.9449220217858831,-0.7526745056325055,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,255.63,0.0,0.0,20,Clouds,few clouds,2013-01-21 01:00:00,331,2013,1,1,0,Monday,0,0.25881904510252074,0.9659258262890683,0.0,1.0,-17.519999999999982,0,0,0,0,-2.0165181188594943,-0.7526745056325055,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,255.49,0.0,0.0,40,Clouds,scattered clouds,2013-01-21 02:00:00,270,2013,1,2,0,Monday,0,0.49999999999999994,0.8660254037844387,0.0,1.0,-17.659999999999968,0,0,0,0,-2.027532903024664,-0.2400486318484518,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,255.33,0.0,0.0,40,Clouds,scattered clouds,2013-01-21 03:00:00,310,2013,1,3,0,Monday,0,0.7071067811865475,0.7071067811865476,0.0,1.0,-17.819999999999965,0,0,0,0,-2.0401212277848586,-0.2400486318484518,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,255.2,0.0,0.0,75,Clouds,broken clouds,2013-01-21 04:00:00,667,2013,1,4,0,Monday,0,0.8660254037844386,0.5000000000000001,0.0,1.0,-17.94999999999999,0,0,0,0,-2.050349241652519,0.6570466472736423,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,254.69,0.0,0.0,75,Clouds,broken clouds,2013-01-21 05:00:00,1978,2013,1,5,0,Monday,0,0.9659258262890683,0.25881904510252074,0.0,1.0,-18.45999999999998,0,0,0,0,-2.09047452682564,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,254.69,0.0,0.0,75,Clouds,broken clouds,2013-01-21 06:00:00,4018,2013,1,6,0,Monday,0,1.0,6.123233995736766e-17,0.0,1.0,-18.45999999999998,0,0,0,0,-2.09047452682564,0.6570466472736423,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,254.7,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 07:00:00,4397,2013,1,7,0,Monday,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,-18.44999999999999,0,0,0,0,-2.089687756528128,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,254.7,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 08:00:00,3731,2013,1,8,0,Monday,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-18.44999999999999,0,0,0,0,-2.089687756528128,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,256.15,0.0,0.0,75,Clouds,broken clouds,2013-01-21 10:00:00,3339,2013,1,10,0,Monday,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,-17.0,0,0,0,0,-1.975606063388862,0.6570466472736423,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,256.92,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 11:00:00,3551,2013,1,11,0,Monday,0,0.258819045102521,-0.9659258262890682,0.0,1.0,-16.22999999999996,0,0,0,0,-1.9150247504804203,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,259.07,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 13:00:00,4048,2013,1,13,0,Monday,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,-14.079999999999984,0,0,0,0,-1.7458691365153016,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,259.26,0.0,0.0,75,Clouds,broken clouds,2013-01-21 14:00:00,4252,2013,1,14,0,Monday,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-13.889999999999986,0,0,0,0,-1.73092050086257,0.6570466472736423,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,259.27,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 15:00:00,4483,2013,1,15,0,Monday,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-13.879999999999995,0,0,0,0,-1.7301337305650586,1.0415160526116827,Low,High,0,1,0,0,0,0,0,0,0,0,0
None,259.04,0.0,0.0,90,Clouds,overcast clouds,2013-01-21 16:00:00,4561,2013,1,16,0,Monday,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-14.109999999999957,0,0,0,0,-1.748229447407836,1.0415160526116827,Medium,High,0,1,0,0,0,0,0,0,0,0,0
None,258.69,0.0,0.0,90,Snow,heavy snow,2013-01-21 17:00:00,4420,2013,1,17,0,Monday,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-14.45999999999998,0,0,0,1,-1.7757664078207644,1.0415160526116827,Low,High,0,0,0,0,0,0,0,0,1,0,0
None,258.69,0.0,0.0,90,Haze,haze,2013-01-21 17:00:00,4420,2013,1,17,0,Monday,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-14.45999999999998,0,0,1,1,-1.7757664078207644,1.0415160526116827,Low,High,0,0,0,0,1,0,0,0,0,0,0
None,257.66,0.0,0.0,90,Snow,heavy snow,2013-01-21 19:00:00,2545,2013,1,19,0,Monday,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,-15.489999999999952,0,0,0,1,-1.8568037484645177,1.0415160526116827,Low,Medium,0,0,0,0,0,0,0,0,1,0,0
None,256.44,0.0,0.0,20,Clouds,few clouds,2013-01-21 20:00:00,2058,2013,1,20,0,Monday,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-16.70999999999998,0,0,0,0,-1.9527897247610069,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,255.58,0.0,0.0,20,Clouds,few clouds,2013-01-21 21:00:00,1790,2013,1,21,0,Monday,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,-17.569999999999965,0,0,0,0,-2.020451970347054,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,254.83,0.0,0.0,20,Clouds,few clouds,2013-01-21 22:00:00,1303,2013,1,22,0,Monday,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,-18.319999999999965,0,0,0,0,-2.079459742660468,-0.7526745056325055,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,253.51,0.0,0.0,1,Clear,sky is clear,2013-01-21 23:00:00,859,2013,1,23,0,Monday,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,-19.639999999999986,0,0,0,0,-2.1833134219320787,-1.2396690857273567,Low,Low,1,0,0,0,0,0,0,0,0,0,0
None,250.63,0.0,0.0,42,Clouds,scattered clouds,2013-01-22 01:00:00,275,2013,1,1,1,Tuesday,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,-22.519999999999982,0,0,0,0,-2.4099032676155887,-0.1887860444700464,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,250.63,0.0,0.0,42,Clouds,scattered clouds,2013-01-22 02:00:00,185,2013,1,2,1,Tuesday,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-22.519999999999982,0,0,0,0,-2.4099032676155887,-0.1887860444700464,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,248.14,0.0,0.0,25,Clouds,few clouds,2013-01-22 04:00:00,719,2013,1,4,1,Tuesday,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-25.00999999999999,0,0,0,0,-2.6058090716961244,-0.6245180371864921,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,248.14,0.0,0.0,25,Clouds,scattered clouds,2013-01-22 04:00:00,719,2013,1,4,1,Tuesday,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-25.00999999999999,0,0,0,0,-2.6058090716961244,-0.6245180371864921,Low,Low,0,1,0,0,0,0,0,0,0,0,0
None,248.14,0.0,0.0,25,Clouds,few clouds,2013-01-22 05:00:00,2424,2013,1,5,1,Tuesday,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-25.00999999999999,0,0,0,0,-2.6058090716961244,-0.6245180371864921,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
None,248.14,0.0,0.0,25,Clouds,scattered clouds,2013-01-22 05:00:00,2424,2013,1,5,1,Tuesday,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,-25.00999999999999,0,0,0,0,-2.6058090716961244,-0.6245180371864921,Low,Medium,0,1,0,0,0,0,0,0,0,0,0
